country,ALLITEM,COST,Type,value
Greece,SwPo,Machinery,Cropland,1.7134544543581873
Greece,SwPo,N,Cropland,0.05454737514954728
Greece,SwPo,P,Cropland,0.017119483893088684
Greece,SwPo,Plant Protection,Cropland,0.21807203142190487
Greece,Whea,Fuel,Cropland,0.04023587347993569
Greece,Whea,K,Cropland,0.003007962251044994
Greece,Whea,Labor,Cropland,0.01215219741328833
Greece,Whea,Machinery,Cropland,0.18168891496468892
Greece,Whea,N,Cropland,0.008754516999310057
Greece,Whea,P,Cropland,0.002747571489014233
Greece,Whea,Plant Protection,Cropland,0.019432161985461757
Greece,Extensive Grassland,fertCost_N,Grassland,0.034163681257172514
Greece,Extensive Grassland,fertCost_P,Grassland,0.039493249232656714
Greece,Extensive Grassland,fuelCost,Grassland,0.04837898571099185
Greece,Extensive Grassland,labourCost,Grassland,0.015841533578041533
Greece,Extensive Grassland,machCost,Grassland,0.10567253227115261
Greece,Extensive Grassland,seedCost,Grassland,0.010279384701279879
Greece,Grassland,fertCost_N,Grassland,0.12266995934433603
Greece,Grassland,fertCost_P,Grassland,0.09629850788408996
Greece,Grassland,fuelCost,Grassland,0.08944225173436907
Greece,Grassland,labourCost,Grassland,0.03151725307853573
Greece,Grassland,machCost,Grassland,0.13381425239345812
Greece,Grassland,seedCost,Grassland,0.011752859019322664
Spain,Barl,Fuel,Cropland,0.03160538342671
Spain,Barl,K,Cropland,0.015278100386185696
Spain,Barl,Labor,Cropland,0.009989199825442073
Spain,Barl,Machinery,Cropland,0.19667396230672654
Spain,Barl,N,Cropland,0.0444661130642718
Spain,Barl,P,Cropland,0.013955518561709918
Spain,Barl,Plant Protection,Cropland,0.005273529361508713
Spain,BeaD,Fuel,Cropland,0.0647049817629501
Spain,BeaD,K,Cropland,0.003920061385543956
Spain,BeaD,Labor,Cropland,0.004542681127217361
Spain,BeaD,Machinery,Cropland,0.2291914846671862
Spain,BeaD,N,Cropland,0.011409133883299572
Spain,BeaD,P,Cropland,0.003580712787989404
Spain,BeaD,Plant Protection,Cropland,0.0034219058673611137
Spain,Cass,Fuel,Cropland,0.12084365291890828
Spain,Cass,K,Cropland,0.022149435778261853
Spain,Cass,Labor,Cropland,0.022537894799312966
Spain,Cass,Machinery,Cropland,1.1347357663360205
Spain,Cass,N,Cropland,0.06446477577255315
Spain,Cass,P,Cropland,0.020232021934770528
Spain,Cass,Plant Protection,Cropland,0.36564433433398047
Spain,ChkP,Fuel,Cropland,0.0647049817629501
Spain,ChkP,K,Cropland,0.003920061385543956
Spain,ChkP,Labor,Cropland,0.004542681127217361
Spain,ChkP,Machinery,Cropland,0.2291914846671862
Spain,ChkP,N,Cropland,0.011409133883299572
Spain,ChkP,P,Cropland,0.003580712787989404
Spain,ChkP,Plant Protection,Cropland,0.0034219058673611137
Spain,Corn,Fuel,Cropland,0.10216205499242721
Spain,Corn,K,Cropland,0.0337655843197503
Spain,Corn,Labor,Cropland,0.01648857092410367
Spain,Corn,Machinery,Cropland,0.3754101285512018
Spain,Corn,N,Cropland,0.09827296928882548
Spain,Corn,P,Cropland,0.03084259343833907
Spain,Corn,Plant Protection,Cropland,0.005001283984604828
Spain,Gnut,Fuel,Cropland,0.0647049817629501
Spain,Gnut,K,Cropland,0.003920061385543956
Spain,Gnut,Labor,Cropland,0.004542681127217361
Spain,Gnut,Machinery,Cropland,0.2291914846671862
Spain,Gnut,N,Cropland,0.011409133883299572
Spain,Gnut,P,Cropland,0.003580712787989404
Spain,Gnut,Plant Protection,Cropland,0.0034219058673611137
Spain,Mill,Fuel,Cropland,0.03160538342671
Spain,Mill,K,Cropland,0.015278100386185696
Spain,Mill,Labor,Cropland,0.009989199825442073
Spain,Mill,Machinery,Cropland,0.19667396230672654
Spain,Mill,N,Cropland,0.0444661130642718
Spain,Mill,P,Cropland,0.013955518561709918
Spain,Mill,Plant Protection,Cropland,0.005273529361508713
Spain,Pota,Fuel,Cropland,0.12084365291890828
Spain,Pota,K,Cropland,0.022149435778261853
Spain,Pota,Labor,Cropland,0.022537894799312966
Spain,Pota,Machinery,Cropland,1.1347357663360205
Spain,Pota,N,Cropland,0.06446477577255315
Spain,Pota,P,Cropland,0.020232021934770528
Spain,Pota,Plant Protection,Cropland,0.36564433433398047
Spain,Rape,Fuel,Cropland,0.05085806872699053
Spain,Rape,K,Cropland,0.004031318099900101
Spain,Rape,Labor,Cropland,0.003055986020380087
Spain,Rape,Machinery,Cropland,0.2311298297500555
Spain,Rape,N,Cropland,0.01173294073851522
Spain,Rape,P,Cropland,0.0036823383240878536
Spain,Rape,Plant Protection,Cropland,0.010784149731804592
Spain,Rice,Fuel,Cropland,0.03178140350767559
Spain,Rice,K,Cropland,0.0066007046275211026
Spain,Rice,Labor,Cropland,0.04001966092792134
Spain,Rice,Machinery,Cropland,0.18494340859561026
Spain,Rice,N,Cropland,0.019211006005471865
Spain,Rice,P,Cropland,0.006029300346332708
Spain,Rice,Plant Protection,Cropland,0.005916374483643031
Spain,Soya,Fuel,Cropland,0.0647049817629501
Spain,Soya,K,Cropland,0.003920061385543956
Spain,Soya,Labor,Cropland,0.004542681127217361
Spain,Soya,Machinery,Cropland,0.2291914846671862
Spain,Soya,N,Cropland,0.011409133883299572
Spain,Soya,P,Cropland,0.003580712787989404
Spain,Soya,Plant Protection,Cropland,0.0034219058673611137
Spain,Srgh,Fuel,Cropland,0.10216205499242721
Spain,Srgh,K,Cropland,0.0337655843197503
Spain,Srgh,Labor,Cropland,0.01648857092410367
Spain,Srgh,Machinery,Cropland,0.3754101285512018
Spain,Srgh,N,Cropland,0.09827296928882548
Spain,Srgh,P,Cropland,0.03084259343833907
Spain,Srgh,Plant Protection,Cropland,0.005001283984604828
Spain,Sunf,Fuel,Cropland,0.05085806872699053
Spain,Sunf,K,Cropland,0.004031318099900101
Spain,Sunf,Labor,Cropland,0.003055986020380087
Spain,Sunf,Machinery,Cropland,0.2311298297500555
Spain,Sunf,N,Cropland,0.01173294073851522
Spain,Sunf,P,Cropland,0.0036823383240878536
Spain,Sunf,Plant Protection,Cropland,0.010784149731804592
Spain,SwPo,Fuel,Cropland,0.12084365291890828
Spain,SwPo,K,Cropland,0.022149435778261853
Spain,SwPo,Labor,Cropland,0.022537894799312966
Spain,SwPo,Machinery,Cropland,1.1347357663360205
Spain,SwPo,N,Cropland,0.06446477577255315
Spain,SwPo,P,Cropland,0.020232021934770528
Spain,SwPo,Plant Protection,Cropland,0.36564433433398047
Spain,Whea,Fuel,Cropland,0.03178140350767559
Spain,Whea,K,Cropland,0.01968838735845498
Spain,Whea,Labor,Cropland,0.009025853808607208
Spain,Whea,Machinery,Cropland,0.18494340859561026
Spain,Whea,N,Cropland,0.057302022908936136
Spain,Whea,P,Cropland,0.017984019497573802
Spain,Whea,Plant Protection,Cropland,0.01895857427094461
Spain,Extensive Grassland,fertCost_N,Grassland,0.017574635403547208
Spain,Extensive Grassland,fertCost_P,Grassland,0.011579725264961692
Spain,Extensive Grassland,fuelCost,Grassland,0.020445763411414936
Spain,Extensive Grassland,labourCost,Grassland,0.030785757887947584
Spain,Extensive Grassland,machCost,Grassland,0.10543419922579142
Spain,Extensive Grassland,seedCost,Grassland,0.007833704727806664
Spain,Grassland,fertCost_N,Grassland,0.06932589349737253
Spain,Grassland,fertCost_P,Grassland,0.030210506060912898
Spain,Grassland,fuelCost,Grassland,0.03678932403648942
Spain,Grassland,labourCost,Grassland,0.06461568287853713
Spain,Grassland,machCost,Grassland,0.13883642836501567
Spain,Grassland,seedCost,Grassland,0.008972151575636238
Finland,Barl,Fuel,Cropland,0.03633047509430693
Finland,Barl,K,Cropland,0.007945985723327368
Finland,Barl,Labor,Cropland,0.008925819439867916
Finland,Barl,Machinery,Cropland,0.2391017023596222
Finland,Barl,N,Cropland,0.023126376358937863
Finland,Barl,P,Cropland,0.007258124272651267
Finland,Barl,Plant Protection,Cropland,0.010685989718008928
Finland,BeaD,Fuel,Cropland,0.07609251949987657
Finland,BeaD,K,Cropland,0
Finland,BeaD,Labor,Cropland,0.004059099049271786
Finland,BeaD,Machinery,Cropland,0.31438565857645195
Finland,BeaD,N,Cropland,0
Finland,BeaD,P,Cropland,0
Finland,BeaD,Plant Protection,Cropland,0.022433928114011376
Finland,Cass,Fuel,Cropland,0.11045421220112663
Finland,Cass,K,Cropland,0.02551646440371923
Finland,Cass,Labor,Cropland,0.020138668066388685
Finland,Cass,Machinery,Cropland,1.2746696005718694
Finland,Cass,N,Cropland,0.07426433669739178
Finland,Cass,P,Cropland,0.02330757644041219
Finland,Cass,Plant Protection,Cropland,0.09237308303908368
Finland,ChkP,Fuel,Cropland,0.07609251949987657
Finland,ChkP,K,Cropland,0
Finland,ChkP,Labor,Cropland,0.004059099049271786
Finland,ChkP,Machinery,Cropland,0.31438565857645195
Finland,ChkP,N,Cropland,0
Finland,ChkP,P,Cropland,0
Finland,ChkP,Plant Protection,Cropland,0.022433928114011376
Finland,Corn,Fuel,Cropland,0.10297467909105533
Finland,Corn,K,Cropland,0
Finland,Corn,Labor,Cropland,0.014733312924140271
Finland,Corn,Machinery,Cropland,0.47575796569089224
Finland,Corn,N,Cropland,0
Finland,Corn,P,Cropland,0
Finland,Corn,Plant Protection,Cropland,0.08145905750128425
Finland,Gnut,Fuel,Cropland,0.07609251949987657
Finland,Gnut,K,Cropland,0
Finland,Gnut,Labor,Cropland,0.004059099049271786
Finland,Gnut,Machinery,Cropland,0.31438565857645195
Finland,Gnut,N,Cropland,0
Finland,Gnut,P,Cropland,0
Finland,Gnut,Plant Protection,Cropland,0.022433928114011376
Finland,Mill,Fuel,Cropland,0.03633047509430693
Finland,Mill,K,Cropland,0.007945985723327368
Finland,Mill,Labor,Cropland,0.008925819439867916
Finland,Mill,Machinery,Cropland,0.2391017023596222
Finland,Mill,N,Cropland,0.023126376358937863
Finland,Mill,P,Cropland,0.007258124272651267
Finland,Mill,Plant Protection,Cropland,0.010685989718008928
Finland,Pota,Fuel,Cropland,0.11045421220112663
Finland,Pota,K,Cropland,0.02551646440371923
Finland,Pota,Labor,Cropland,0.020138668066388685
Finland,Pota,Machinery,Cropland,1.2746696005718694
Finland,Pota,N,Cropland,0.07426433669739178
Finland,Pota,P,Cropland,0.02330757644041219
Finland,Pota,Plant Protection,Cropland,0.09237308303908368
Finland,Rape,Fuel,Cropland,0.05699349030367978
Finland,Rape,K,Cropland,0
Finland,Rape,Labor,Cropland,0.0027306671110131713
Finland,Rape,Machinery,Cropland,0.23830137684249802
Finland,Rape,N,Cropland,0
Finland,Rape,P,Cropland,0
Finland,Rape,Plant Protection,Cropland,0.015327588413454343
Finland,Rice,Fuel,Cropland,0.03307830417867322
Finland,Rice,K,Cropland,0
Finland,Rice,Labor,Cropland,0.03575944757632823
Finland,Rice,Machinery,Cropland,0.2281905975877132
Finland,Rice,N,Cropland,0
Finland,Rice,P,Cropland,0
Finland,Rice,Plant Protection,Cropland,0.04827086022994088
Finland,Soya,Fuel,Cropland,0.07609251949987657
Finland,Soya,K,Cropland,0
Finland,Soya,Labor,Cropland,0.004059099049271786
Finland,Soya,Machinery,Cropland,0.31438565857645195
Finland,Soya,N,Cropland,0
Finland,Soya,P,Cropland,0
Finland,Soya,Plant Protection,Cropland,0.022433928114011376
Finland,Srgh,Fuel,Cropland,0.10297467909105533
Finland,Srgh,K,Cropland,0
Finland,Srgh,Labor,Cropland,0.014733312924140271
Finland,Srgh,Machinery,Cropland,0.47575796569089224
Finland,Srgh,N,Cropland,0
Finland,Srgh,P,Cropland,0
Finland,Srgh,Plant Protection,Cropland,0.08145905750128425
Finland,Sunf,Fuel,Cropland,0.05699349030367978
Finland,Sunf,K,Cropland,0
Finland,Sunf,Labor,Cropland,0.0027306671110131713
Finland,Sunf,Machinery,Cropland,0.23830137684249802
Finland,Sunf,N,Cropland,0
Finland,Sunf,P,Cropland,0
Finland,Sunf,Plant Protection,Cropland,0.015327588413454343
Finland,SwPo,Fuel,Cropland,0.11045421220112663
Finland,SwPo,K,Cropland,0.02551646440371923
Finland,SwPo,Labor,Cropland,0.020138668066388685
Finland,SwPo,Machinery,Cropland,1.2746696005718694
Finland,SwPo,N,Cropland,0.07426433669739178
Finland,SwPo,P,Cropland,0.02330757644041219
Finland,SwPo,Plant Protection,Cropland,0.09237308303908368
Finland,Whea,Fuel,Cropland,0.03307830417867322
Finland,Whea,K,Cropland,0.010888491275725018
Finland,Whea,Labor,Cropland,0.00806502450587495
Finland,Whea,Machinery,Cropland,0.2281905975877132
Finland,Whea,N,Cropland,0.031690385056214604
Finland,Whea,P,Cropland,0.009945905463796582
Finland,Whea,Plant Protection,Cropland,0.04827086022994088
Finland,Extensive Grassland,fertCost_N,Grassland,0.03340103077768774
Finland,Extensive Grassland,fertCost_P,Grassland,0.050816673508796824
Finland,Extensive Grassland,fuelCost,Grassland,0.022669480895270995
Finland,Extensive Grassland,labourCost,Grassland,0.0915972093859653
Finland,Extensive Grassland,machCost,Grassland,0.1701446587391643
Finland,Extensive Grassland,seedCost,Grassland,0.01745379161533182
Finland,Grassland,fertCost_N,Grassland,0
Finland,Grassland,fertCost_P,Grassland,0
Finland,Grassland,fuelCost,Grassland,0.007965491297192486
Finland,Grassland,labourCost,Grassland,0.15613964357040905
Finland,Grassland,machCost,Grassland,0.13821831278310368
Finland,Grassland,seedCost,Grassland,0.005852246672173015
France,Barl,Fuel,Cropland,0.03372007488679934
France,Barl,K,Cropland,0.014624007240003272
France,Barl,Labor,Cropland,0.013874555994877419
France,Barl,Machinery,Cropland,0.23127991147690014
France,Barl,N,Cropland,0.042562409131352806
France,Barl,P,Cropland,0.013358048404301494
France,Barl,Plant Protection,Cropland,0.010761467206661901
France,BeaD,Fuel,Cropland,0.06903434143285082
France,BeaD,K,Cropland,0.004099610976492624
France,BeaD,Labor,Cropland,0.006309582826236119
France,BeaD,Machinery,Cropland,0.2695190846238856
France,BeaD,N,Cropland,0.011931703588299427
France,BeaD,P,Cropland,0.0037447192800201274
France,BeaD,Plant Protection,Cropland,0.0060574676177876825
France,Cass,Fuel,Cropland,0.12892920712286865
France,Cass,K,Cropland,0.024059715528617808
France,Cass,Labor,Cropland,0.031304137354754104
France,Cass,Machinery,Cropland,1.3343992491528744
France,Cass,N,Cropland,0.07002454519523094
France,Cass,P,Cropland,0.0219769341843494
France,Cass,Plant Protection,Cropland,0.08173313589709712
France,ChkP,Fuel,Cropland,0.06903434143285082
France,ChkP,K,Cropland,0.004099610976492624
France,ChkP,Labor,Cropland,0.006309582826236119
France,ChkP,Machinery,Cropland,0.2695190846238856
France,ChkP,N,Cropland,0.011931703588299427
France,ChkP,P,Cropland,0.0037447192800201274
France,ChkP,Plant Protection,Cropland,0.0060574676177876825
France,Corn,Fuel,Cropland,0.10899763810562195
France,Corn,K,Cropland,0.020568697981328165
France,Corn,Labor,Cropland,0.022901894502031325
France,Corn,Machinery,Cropland,0.44146576542261434
France,Corn,N,Cropland,0.059864120990432715
France,Corn,P,Cropland,0.01878812412622811
France,Corn,Plant Protection,Cropland,0.00934905306690527
France,Gnut,Fuel,Cropland,0.06903434143285082
France,Gnut,K,Cropland,0.004099610976492624
France,Gnut,Labor,Cropland,0.006309582826236119
France,Gnut,Machinery,Cropland,0.2695190846238856
France,Gnut,N,Cropland,0.011931703588299427
France,Gnut,P,Cropland,0.0037447192800201274
France,Gnut,Plant Protection,Cropland,0.0060574676177876825
France,Mill,Fuel,Cropland,0.03372007488679934
France,Mill,K,Cropland,0.014624007240003272
France,Mill,Labor,Cropland,0.013874555994877419
France,Mill,Machinery,Cropland,0.23127991147690014
France,Mill,N,Cropland,0.042562409131352806
France,Mill,P,Cropland,0.013358048404301494
France,Mill,Plant Protection,Cropland,0.010761467206661901
France,Pota,Fuel,Cropland,0.12892920712286865
France,Pota,K,Cropland,0.024059715528617808
France,Pota,Labor,Cropland,0.031304137354754104
France,Pota,Machinery,Cropland,1.3343992491528744
France,Pota,N,Cropland,0.07002454519523094
France,Pota,P,Cropland,0.0219769341843494
France,Pota,Plant Protection,Cropland,0.08173313589709712
France,Rape,Fuel,Cropland,0.05426094228690162
France,Rape,K,Cropland,0.012033142906172727
France,Rape,Labor,Cropland,0.004244629189550696
France,Rape,Machinery,Cropland,0.2717984930875853
France,Rape,N,Cropland,0.03502183383139824
France,Rape,P,Cropland,0.010991467848623445
France,Rape,Plant Protection,Cropland,0.02062763561774691
France,Rice,Fuel,Cropland,0.033907872333569886
France,Rice,K,Cropland,0.0027548725269058625
France,Rice,Labor,Cropland,0.055585535993207535
France,Rice,Machinery,Cropland,0.2174852974023915
France,Rice,N,Cropland,0.008017912578308108
France,Rice,P,Cropland,0.002516391024576698
France,Rice,Plant Protection,Cropland,0.011351345605338141
France,Soya,Fuel,Cropland,0.06903434143285082
France,Soya,K,Cropland,0.004099610976492624
France,Soya,Labor,Cropland,0.006309582826236119
France,Soya,Machinery,Cropland,0.2695190846238856
France,Soya,N,Cropland,0.011931703588299427
France,Soya,P,Cropland,0.0037447192800201274
France,Soya,Plant Protection,Cropland,0.0060574676177876825
France,Srgh,Fuel,Cropland,0.10899763810562195
France,Srgh,K,Cropland,0.020568697981328165
France,Srgh,Labor,Cropland,0.022901894502031325
France,Srgh,Machinery,Cropland,0.44146576542261434
France,Srgh,N,Cropland,0.059864120990432715
France,Srgh,P,Cropland,0.01878812412622811
France,Srgh,Plant Protection,Cropland,0.00934905306690527
France,Sunf,Fuel,Cropland,0.05426094228690162
France,Sunf,K,Cropland,0.012033142906172727
France,Sunf,Labor,Cropland,0.004244629189550696
France,Sunf,Machinery,Cropland,0.2717984930875853
France,Sunf,N,Cropland,0.03502183383139824
France,Sunf,P,Cropland,0.010991467848623445
France,Sunf,Plant Protection,Cropland,0.02062763561774691
France,SwPo,Fuel,Cropland,0.12892920712286865
France,SwPo,K,Cropland,0.024059715528617808
France,SwPo,Labor,Cropland,0.031304137354754104
France,SwPo,Machinery,Cropland,1.3343992491528744
France,SwPo,N,Cropland,0.07002454519523094
France,SwPo,P,Cropland,0.0219769341843494
France,SwPo,Plant Protection,Cropland,0.08173313589709712
France,Whea,Fuel,Cropland,0.033907872333569886
France,Whea,K,Cropland,0.018870365120484553
France,Whea,Labor,Cropland,0.012536511057686873
France,Whea,Machinery,Cropland,0.2174852974023915
France,Whea,N,Cropland,0.05492121191782818
France,Whea,P,Cropland,0.01723681112497992
France,Whea,Plant Protection,Cropland,0.019317540015610993
France,Extensive Grassland,fertCost_N,Grassland,0.020134753936788388
France,Extensive Grassland,fertCost_P,Grassland,0.012010676850706115
France,Extensive Grassland,fuelCost,Grassland,0.06163632192016787
France,Extensive Grassland,labourCost,Grassland,0.03366313192273598
France,Extensive Grassland,machCost,Grassland,0.11364562621338561
France,Extensive Grassland,seedCost,Grassland,0.01131020444278685
France,Grassland,fertCost_N,Grassland,0.003591620668668054
France,Grassland,fertCost_P,Grassland,0.001540658447895957
France,Grassland,fuelCost,Grassland,0.03237426261512126
France,Grassland,labourCost,Grassland,0.06154723359050816
France,Grassland,machCost,Grassland,0.10199374346463026
France,Grassland,seedCost,Grassland,0.005392399168027861
Croatia,Barl,Fuel,Cropland,0.03258158237326798
Croatia,Barl,K,Cropland,0.015926204940132863
Croatia,Barl,Labor,Cropland,0.004857618816068934
Croatia,Barl,Machinery,Cropland,0.13952527333025921
Croatia,Barl,N,Cropland,0.04635238751232698
Croatia,Barl,P,Cropland,0.014547518542330315
Croatia,Barl,Plant Protection,Cropland,0.0038992457533778262
Croatia,BeaD,Fuel,Cropland,0.0667035316359652
Croatia,BeaD,K,Cropland,0.008228415250953872
Croatia,BeaD,Labor,Cropland,0.002209047141370577
Croatia,BeaD,Machinery,Cropland,0.16259399144387743
Croatia,BeaD,N,Cropland,0.023948372745313504
Croatia,BeaD,P,Cropland,0.0075161046769907
Croatia,BeaD,Plant Protection,Cropland,0.004689532576607964
Croatia,Cass,Fuel,Cropland,0.12457616408907685
Croatia,Cass,K,Cropland,0.03185240988026573
Croatia,Cass,Labor,Cropland,0.010959887054504864
Croatia,Cass,Machinery,Cropland,0.8050090419256756
Croatia,Cass,N,Cropland,0.09270477502465396
Croatia,Cass,P,Cropland,0.02909503708466063
Croatia,Cass,Plant Protection,Cropland,0.20225825383148766
Croatia,ChkP,Fuel,Cropland,0.0667035316359652
Croatia,ChkP,K,Cropland,0.008228415250953872
Croatia,ChkP,Labor,Cropland,0.002209047141370577
Croatia,ChkP,Machinery,Cropland,0.16259399144387743
Croatia,ChkP,N,Cropland,0.023948372745313504
Croatia,ChkP,P,Cropland,0.0075161046769907
Croatia,ChkP,Plant Protection,Cropland,0.004689532576607964
Croatia,Corn,Fuel,Cropland,0.10531754559715507
Croatia,Corn,K,Cropland,0.020649148474103297
Croatia,Corn,Labor,Cropland,0.00801817901039621
Croatia,Corn,Machinery,Cropland,0.2663250395939635
Croatia,Corn,N,Cropland,0.06009826794701706
Croatia,Corn,P,Cropland,0.018861610247986892
Croatia,Corn,Plant Protection,Cropland,0.003716413503544878
Croatia,Gnut,Fuel,Cropland,0.0667035316359652
Croatia,Gnut,K,Cropland,0.008228415250953872
Croatia,Gnut,Labor,Cropland,0.002209047141370577
Croatia,Gnut,Machinery,Cropland,0.16259399144387743
Croatia,Gnut,N,Cropland,0.023948372745313504
Croatia,Gnut,P,Cropland,0.0075161046769907
Croatia,Gnut,Plant Protection,Cropland,0.004689532576607964
Croatia,Mill,Fuel,Cropland,0.03258158237326798
Croatia,Mill,K,Cropland,0.015926204940132863
Croatia,Mill,Labor,Cropland,0.004857618816068934
Croatia,Mill,Machinery,Cropland,0.13952527333025921
Croatia,Mill,N,Cropland,0.04635238751232698
Croatia,Mill,P,Cropland,0.014547518542330315
Croatia,Mill,Plant Protection,Cropland,0.0038992457533778262
Croatia,Pota,Fuel,Cropland,0.12457616408907685
Croatia,Pota,K,Cropland,0.03185240988026573
Croatia,Pota,Labor,Cropland,0.010959887054504864
Croatia,Pota,Machinery,Cropland,0.8050090419256756
Croatia,Pota,N,Cropland,0.09270477502465396
Croatia,Pota,P,Cropland,0.02909503708466063
Croatia,Pota,Plant Protection,Cropland,0.20225825383148766
Croatia,Rape,Fuel,Cropland,0.052428927477379976
Croatia,Rape,K,Cropland,0.012546215791872734
Croatia,Rape,Labor,Cropland,0.0014860865188053211
Croatia,Rape,Machinery,Cropland,0.163969100417975
Croatia,Rape,N,Cropland,0.03651510566291318
Croatia,Rape,P,Cropland,0.011460125469591213
Croatia,Rape,Plant Protection,Cropland,0.00796813595817939
Croatia,Rice,Fuel,Cropland,0.03276303920579236
Croatia,Rice,K,Cropland,0
Croatia,Rice,Labor,Cropland,0.01946104406091068
Croatia,Rice,Machinery,Cropland,0.13120333438971896
Croatia,Rice,N,Cropland,0
Croatia,Rice,P,Cropland,0
Croatia,Rice,Plant Protection,Cropland,0.008281849620024193
Croatia,Soya,Fuel,Cropland,0.0667035316359652
Croatia,Soya,K,Cropland,0.008228415250953872
Croatia,Soya,Labor,Cropland,0.002209047141370577
Croatia,Soya,Machinery,Cropland,0.16259399144387743
Croatia,Soya,N,Cropland,0.023948372745313504
Croatia,Soya,P,Cropland,0.0075161046769907
Croatia,Soya,Plant Protection,Cropland,0.004689532576607964
Croatia,Srgh,Fuel,Cropland,0.10531754559715507
Croatia,Srgh,K,Cropland,0.020649148474103297
Croatia,Srgh,Labor,Cropland,0.00801817901039621
Croatia,Srgh,Machinery,Cropland,0.2663250395939635
Croatia,Srgh,N,Cropland,0.06009826794701706
Croatia,Srgh,P,Cropland,0.018861610247986892
Croatia,Srgh,Plant Protection,Cropland,0.003716413503544878
Croatia,Sunf,Fuel,Cropland,0.052428927477379976
Croatia,Sunf,K,Cropland,0.012546215791872734
Croatia,Sunf,Labor,Cropland,0.0014860865188053211
Croatia,Sunf,Machinery,Cropland,0.163969100417975
Croatia,Sunf,N,Cropland,0.03651510566291318
Croatia,Sunf,P,Cropland,0.011460125469591213
Croatia,Sunf,Plant Protection,Cropland,0.00796813595817939
Croatia,SwPo,Fuel,Cropland,0.12457616408907685
Croatia,SwPo,K,Cropland,0.03185240988026573
Croatia,SwPo,Labor,Cropland,0.010959887054504864
Croatia,SwPo,Machinery,Cropland,0.8050090419256756
Croatia,SwPo,N,Cropland,0.09270477502465396
Croatia,SwPo,P,Cropland,0.02909503708466063
Croatia,SwPo,Plant Protection,Cropland,0.20225825383148766
Croatia,Whea,Fuel,Cropland,0.03276303920579236
Croatia,Whea,K,Cropland,0.01933111772043713
Croatia,Whea,Labor,Cropland,0.004389156094375907
Croatia,Whea,Machinery,Cropland,0.13120333438971896
Croatia,Whea,N,Cropland,0.05626220829082448
Croatia,Whea,P,Cropland,0.017657677678966453
Croatia,Whea,Plant Protection,Cropland,0.019361991024037028
Croatia,Extensive Grassland,fertCost_N,Grassland,0.022506038249880275
Croatia,Extensive Grassland,fertCost_P,Grassland,0.011070802739124514
Croatia,Extensive Grassland,fuelCost,Grassland,0.03432770676089515
Croatia,Extensive Grassland,labourCost,Grassland,0.03808083004376332
Croatia,Extensive Grassland,machCost,Grassland,0.09186903567041643
Croatia,Extensive Grassland,seedCost,Grassland,0.007717426734412819
Croatia,Grassland,fertCost_N,Grassland,0.0575885048258398
Croatia,Grassland,fertCost_P,Grassland,0.021649496426651323
Croatia,Grassland,fuelCost,Grassland,0.05389061066496635
Croatia,Grassland,labourCost,Grassland,0.07319175508322634
Croatia,Grassland,machCost,Grassland,0.11387330213439976
Croatia,Grassland,seedCost,Grassland,0.008231788211524194
Hungary,Barl,Fuel,Cropland,0.035438840988160546
Hungary,Barl,K,Cropland,0.010585683146807204
Hungary,Barl,Labor,Cropland,0.004134059124683193
Hungary,Barl,Machinery,Cropland,0.12729212276074878
Hungary,Barl,N,Cropland,0.030809077815334398
Hungary,Barl,P,Cropland,0.009669310575889564
Hungary,Barl,Plant Protection,Cropland,0.005077360305878925
Hungary,BeaD,Fuel,Cropland,0.07422503261916329
Hungary,BeaD,K,Cropland,0.009359531778897253
Hungary,BeaD,Labor,Cropland,0.001880001671071583
Hungary,BeaD,Machinery,Cropland,0.16737153039470837
Hungary,BeaD,N,Cropland,0.027240428311715883
Hungary,BeaD,P,Cropland,0.008549303654753907
Hungary,BeaD,Plant Protection,Cropland,0.0033634779496346627
Hungary,Cass,Fuel,Cropland,0.10774340969963418
Hungary,Cass,K,Cropland,0.011710718736339937
Hungary,Cass,Labor,Cropland,0.009327372689946793
Hungary,Cass,Machinery,Cropland,0.678604115853707
Hungary,Cass,N,Cropland,0.034083435128153546
Hungary,Cass,P,Cropland,0.010696955024835883
Hungary,Cass,Plant Protection,Cropland,0.6373035091510973
Hungary,ChkP,Fuel,Cropland,0.07422503261916329
Hungary,ChkP,K,Cropland,0.009359531778897253
Hungary,ChkP,Labor,Cropland,0.001880001671071583
Hungary,ChkP,Machinery,Cropland,0.16737153039470837
Hungary,ChkP,N,Cropland,0.027240428311715883
Hungary,ChkP,P,Cropland,0.008549303654753907
Hungary,ChkP,Plant Protection,Cropland,0.0033634779496346627
Hungary,Corn,Fuel,Cropland,0.10044744167649555
Hungary,Corn,K,Cropland,0.020765398171654317
Hungary,Corn,Labor,Cropland,0.006823842577276718
Hungary,Corn,Machinery,Cropland,0.2532823513511971
Hungary,Corn,N,Cropland,0.06043660661899391
Hungary,Corn,P,Cropland,0.01896779653888424
Hungary,Corn,Plant Protection,Cropland,0.004613673181396933
Hungary,Gnut,Fuel,Cropland,0.07422503261916329
Hungary,Gnut,K,Cropland,0.009359531778897253
Hungary,Gnut,Labor,Cropland,0.001880001671071583
Hungary,Gnut,Machinery,Cropland,0.16737153039470837
Hungary,Gnut,N,Cropland,0.027240428311715883
Hungary,Gnut,P,Cropland,0.008549303654753907
